segment_id,location_id,type,medium,x1,y1,x2,y2,length,node_a,node_b
0,-1,0,sea,3095.0,1686.0,3163.0,1658.0,73.53910524340094,2648,2759
1,2855,0,land,8869.0,708.0,8893.0,715.0,25.0,11974,11988
2,2514,0,land,12025.0,2492.0,12027.45,2453.94,38.13877423305578,16232,16238
3,2229,0,land,9757.0,2990.0,9790.45,2961.4500000000003,43.97732370210849,13063,13106
4,-1,0,sea,1809.0,4742.0,1918.0,4648.0,143.93401265857906,1115,1259
5,1002,0,land,3441.73,4879.71,3454.0,4838.0,43.477315924514045,3253,3277
6,-1,0,sea,8301.0,5088.0,8312.0,5065.0,25.495097567963924,11277,11303
7,2801,0,land,13079.4,6221.8,13100.0,6182.0,44.81517600099357,17157,17185
8,-1,0,sea,4809.0,4979.0,4914.0,5054.0,129.0348790056394,5373,5448
9,1657,0,land,7160.400000000001,4782.7,7170.81,4736.81,47.05592630051972,8582,8618
10,-1,0,sea,5569.0,4742.0,5647.0,4929.0,202.6153992173349,5859,5950
11,-1,0,sea,7749.0,3369.0,7884.0,3387.0,136.194713553794,10126,10414
12,-1,0,sea,4467.0,1651.0,4570.0,1716.0,121.79490958164057,5056,5152
13,-1,0,sea,1911.0,4976.0,2051.0,5007.0,143.39107364128355,1242,1388
14,895,0,land,2318.0,3250.0,2325.69,3230.54,20.924332725322504,1677,1680
15,953,0,land,3827.0,3290.0,3832.07,3305.2000000000003,16.02326121611983,4125,4136
16,-1,0,sea,13526.0,1031.0,13616.0,1014.0,91.59148432032315,17521,17565
17,-1,0,sea,10714.0,4244.0,10748.0,4268.0,41.617304093369626,14075,14120
18,2552,0,land,10901.0,2652.0,10918.66,2631.98,26.695992208569326,14356,14383
19,2263,0,land,9839.36,2605.36,9893.0,2621.0,55.87360020617907,13159,13207
20,366,0,land,6991.860000000001,2280.62,7027.0,2278.0,35.23753680381134,8175,8264
21,2601,0,land,11210.0,4296.4800000000005,11268.0,4333.0,68.53984534560875,14881,14963
22,-1,0,sea,2519.0,4633.0,2613.0,4726.0,132.23085872821065,1914,2042
23,2135,0,land,9151.87,3225.0,9186.0,3179.0,57.27876482606748,12272,12322
24,1698,0,land,7647.0,4556.0,7672.27,4536.76,31.760832797645808,9902,9956
25,2268,0,land,9740.0,2689.0,9744.98,2666.89,22.663903017794645,13040,13048
26,3203,0,land,8087.26,2190.61,8147.0,2188.0,59.79698738230861,10812,10933
27,-1,0,sea,463.0,852.0,572.0,831.0,111.00450441310929,181,217
28,2257,0,land,10525.0,3683.0,10540.11,3799.56,117.53529554989005,13822,13844
29,1812,0,land,6816.82,3768.38,6832.0,3724.0,46.90433668649434,7723,7755
30,2735,0,land,12608.0,5617.0,12642.300000000001,5651.0,48.29585903574006,16784,16818
31,-1,0,sea,7036.0,1331.0,7070.0,1279.0,62.12889826803627,8284,8365
32,1415,0,land,7404.0,5533.0,7466.57,5543.85,63.50375894386073,9297,9472
33,-1,0,sea,7.0,3260.0,31.0,3120.0,142.04224723651762,7,24
34,-1,0,sea,3104.0,5241.0,3205.0,5350.0,148.60013458944107,2662,2827
35,-1,0,sea,8759.0,527.0,8869.0,516.0,110.54863183232979,11871,11973
36,-1,0,sea,1973.0,3541.0,2074.0,3619.0,127.61269529321916,1308,1408
37,-1,0,sea,9948.86,328.0,9949.0,317.0,11.000890873015686,13263,13264
38,-1,0,sea,5389.0,5506.0,5545.0,5475.0,159.05030650709227,5664,5826
39,2313,0,land,10866.93,3294.9300000000003,10869.0,3251.0,43.97874259230275,14296,14301
40,-1,0,sea,4680.0,3588.0,4680.0,3744.0,156.0,5251,5252
41,1998,0,land,8334.0,3354.0,8354.76,3343.32,23.346091750012583,11346,11373
42,739,0,land,1032.0,848.0,1112.24,861.1,81.30232223005689,406,446
43,-1,0,sea,3982.0,3767.0,4063.0,3666.0,129.46814279968643,4386,4501
44,-1,0,sea,11389.0,4739.0,11440.0,4673.0,83.40863264674707,15149,15210
45,2849,0,land,7423.0,1259.0,7539.43,1217.99,123.44134234526157,9339,9660
46,-1,0,sea,3408.0,3416.0,3455.0,3599.0,188.939143641544,3196,3280
47,-1,0,sea,5932.0,1777.0,5935.58,1776.8400000000001,3.583573635353323,6299,6309
48,41,0,land,7171.03,1746.04,7218.0,1771.0,53.19006016165075,8620,8757
49,49,0,land,7493.0,1766.0,7519.72,1722.66,50.91477192328378,9545,9619
50,520,0,land,2161.0,1792.0,2161.2400000000002,1736.0,56.00051428335279,1504,1505
51,-1,0,sea,3341.0,1774.0,3353.35,1783.7,15.703900789294316,3074,3098
52,2368,0,land,10615.0,3965.0,10615.35,3989.26,24.26252460070903,13942,13943
53,-1,0,sea,13403.0,4953.0,13478.0,5054.0,125.80143083447024,17429,17479
54,31,0,land,6884.0,1167.17,6910.0,1217.0,56.20523907964446,7888,7967
55,-1,0,sea,1840.0,2806.0,1841.0,2871.0,65.00769185258002,1162,1168
56,-1,0,sea,3800.0,5920.0,3819.0,5944.0,30.610455730027933,4075,4103
57,2632,0,land,10191.5,2481.0,10199.0,2454.0,28.02231253840411,13497,13503
58,1885,0,land,6086.63,3994.63,6103.0,4043.0,51.064995838636726,6519,6540
59,-1,0,sea,6660.0,2955.0,6732.0,2874.0,108.37435120913067,7315,7487
60,2144,0,land,9241.0,3003.0,9295.03,3063.69,81.25587363384925,12389,12433
61,2489,0,land,12014.0,2545.0,12025.0,2533.0,16.278820596099706,16220,16233
62,-1,0,sea,4750.0,2854.0,4882.0,2839.0,132.84953895290718,5318,5428
63,2273,0,land,10144.2,3037.6,10161.0,3043.0,17.646529403822626,13458,13471
64,-1,0,sea,8236.0,5234.0,8262.0,5181.0,59.033888572581766,11137,11201
65,-1,0,sea,9516.0,4212.0,9656.0,4149.0,153.52198539622916,12696,12906
66,-1,0,sea,12120.0,6336.0,12288.0,6336.0,168.0,16334,16448
67,-1,0,sea,6895.0,5821.0,6935.0,5850.0,49.4064773081425,7923,8020
68,2870,0,land,8753.41,857.88,8817.0,888.0,70.36264989324961,11866,11930
69,2630,0,land,10374.0,2603.0,10408.76,2557.33,57.39343603583969,13653,13691
70,-1,0,sea,13494.0,1965.0,13527.0,2148.0,185.9516066077408,17493,17523
71,274,0,land,6241.0,1849.0,6301.1,1937.0,106.56458135797298,6690,6756
72,-1,0,sea,13260.0,2589.0,13299.0,2792.0,206.71236053995418,17324,17354
73,2775,0,land,12318.0,4481.0,12394.0,4433.0,89.88882021697692,16477,16548
74,1512,0,land,7707.0,3783.0,7740.0,3772.0,34.785054261852174,10030,10104
75,-1,0,sea,13013.0,4383.0,13111.0,4406.0,100.66280345788111,17104,17194
76,2915,0,land,10073.0,1623.0,10190.7,1534.0,147.5611398709029,13389,13496
77,-1,0,sea,11568.0,4563.0,11655.0,4542.0,89.49860334105779,15534,15726
78,2360,0,land,10443.19,3239.07,10455.0,3294.0,56.18523827483487,13743,13754
79,1482,0,land,7240.12,4413.9800000000005,7267.0,4418.0,27.178940376696108,8831,8922
80,-1,0,sea,13111.0,1575.0,13236.0,1606.0,128.7866452703851,17192,17312
81,1547,0,land,6932.58,3188.85,6939.0,3199.0,12.009950041528182,8013,8030
82,2954,0,land,11245.0,1086.0,11272.56,1100.84,31.30142488769432,14917,14970
83,998,0,land,3005.0,4392.0,3037.87,4346.72,55.95279528316677,2510,2553
84,-1,0,sea,7464.0,4311.0,7483.0,4322.0,21.95449840010015,9462,9513
85,1795,0,land,6977.0,4267.0,6994.37,4253.71,21.871008207213386,8135,8181
86,887,0,land,2072.2,3197.85,2087.0,3225.0,30.921877368620592,1407,1423
87,-1,0,sea,690.0,3115.0,842.0,3057.0,162.68988905276197,265,333
88,40,0,land,6907.8,732.48,6916.0,768.0,36.454223349291034,7961,7977
89,2105,0,land,8641.18,2823.13,8704.0,2837.0,64.33295656193613,11758,11811
90,3048,0,land,11445.82,1909.8500000000001,11462.0,1892.0,24.091801510057614,15221,15252
91,996,0,land,3221.0,4418.0,3254.42,4416.2300000000005,33.466838810978295,2855,2919
92,-1,0,sea,12721.0,2386.0,12854.0,2308.0,154.18495387034366,16900,17010
93,3126,0,land,8813.76,2327.16,8825.7,2304.25,25.834699533766702,11927,11937
94,-1,0,sea,3861.0,2948.0,3892.0,3104.0,159.05030650709227,4192,4246
95,2556,0,land,10874.0,2915.0,10991.43,2832.3,143.62832206775946,14313,14493
96,63,0,land,7268.46,1512.34,7289.0,1498.0,25.050493009120522,8925,8975
97,1188,0,land,4162.76,4204.24,4212.0,4216.0,50.624847654091596,4652,4720
98,1877,0,land,5892.7,4175.75,5908.0,4158.0,23.434003072458736,6239,6256
99,2207,0,land,9409.0,3452.0,9426.0,3476.0,29.410882339705484,12579,12603
100,1872,0,land,5799.08,4072.0,5848.0,4015.0,75.11435548548631,6135,6183
101,1595,0,land,6018.96,2952.89,6050.0,2993.0,50.71778484910405,6424,6464
102,-1,0,sea,3350.0,3051.0,3354.92,3058.08,8.62164717440929,3093,3103
103,101,0,land,7703.12,1976.91,7704.0,1990.0,13.119546486064145,10019,10020
104,483,0,land,1680.6000000000001,2279.2000000000003,1684.0,2304.0,25.03197954617224,966,975
105,-1,0,sea,11917.0,4002.0,11958.0,4122.0,126.81088281373961,16098,16140
106,3215,0,land,7577.32,1764.06,7598.0,1668.0,98.26080602152621,9749,9791
107,632,0,land,3481.9500000000003,2363.56,3533.0,2384.0,54.989963629738604,3328,3445
108,640,0,land,2012.0,2301.0,2012.39,2273.0,28.00271593970842,1348,1349
109,2684,0,land,11980.210000000001,5169.03,12068.0,5120.0,100.55359267574585,16166,16296
110,-1,0,sea,3216.0,4770.0,3272.0,4807.0,67.11929677819934,2845,2945
111,505,0,land,1561.05,2284.7000000000003,1580.0,2233.0,55.063531488636194,841,868
112,-1,0,sea,9422.0,280.0,9570.0,296.0,148.86235252742716,12595,12777
113,642,0,land,2310.32,2359.56,2351.0,2403.0,59.51383032539572,1670,1714
114,378,0,land,7065.0,2382.0,7079.17,2368.62,19.48879934731755,8353,8393
115,2641,0,land,11206.0,4141.0,11292.0,4091.0,99.4786409235671,14875,15005
116,-1,0,sea,2620.0,4992.0,2776.0,4992.0,156.0,2051,2220
117,677,0,land,1119.4,1075.4,1145.0,1085.0,27.340811985015982,449,462
118,2599,0,land,11025.0,4219.0,11057.960000000001,4221.6,33.06238950832296,14564,14621
119,-1,0,sea,4731.0,1615.0,4836.0,1747.0,168.66831356244717,5303,5399
120,1309,0,land,4511.45,4853.400000000001,4551.0,4862.0,40.47422019014085,5087,5133
121,-1,0,sea,7927.0,2267.0,7957.0,2321.0,61.773780845922005,10496,10552
122,-1,0,sea,11813.0,4267.0,11906.0,4252.0,94.2019108086455,15983,16091
123,-1,0,sea,11981.0,2089.0,11997.0,2016.0,74.73285756613352,16167,16202
124,-1,0,sea,928.0,2386.0,998.0,2277.0,129.5414991421668,361,388
125,3198,0,land,8254.93,1832.96,8269.0,1792.0,43.309196482964154,11177,11216
126,3179,0,land,8017.0,2249.0,8060.0,2243.0,43.41658669218482,10670,10754
127,698,0,land,1782.0,1115.0,1813.43,1186.92,78.48777802944873,1081,1119
128,558,0,land,2655.0,2240.0,2692.0,2255.56,40.13867959960814,2085,2125
129,2308,0,land,11127.98,3194.44,11134.0,3167.0,28.092596889572317,14760,14772
130,708,0,land,1444.0,1146.64,1491.0,1160.0,48.86194429205614,715,770
131,573,0,land,3059.0,2304.0,3060.0,2317.0,13.038404810405298,2593,2595
132,2878,0,land,9570.16,1061.17,9585.0,1034.0,30.95859331429657,12780,12802
133,2079,0,land,8482.0,2676.0,8486.94,2699.89,24.39540325553154,11561,11568
134,-1,0,sea,5756.0,4617.0,5896.0,4555.0,153.11433636338563,6074,6244
135,623,0,land,3462.0,2288.0,3469.54,2250.0,38.740826010811894,3295,3307
136,1001,0,land,3221.0,4698.0,3276.83,4666.32,64.19198781779554,2856,2956
137,867,0,land,3011.0,2623.0,3043.88,2574.4700000000003,58.619581199459134,2516,2564
138,-1,0,sea,4438.0,5506.0,4524.0,5397.0,138.84163640637487,5031,5103
139,853,0,land,3301.64,2604.16,3354.0,2562.0,67.22376960569827,3003,3100
140,3263,0,land,13002.0,4559.0,13006.07,4558.14,4.159867786360171,17099,17100
141,-1,0,sea,5262.0,5517.0,5389.0,5506.0,127.47548783981962,5594,5664
142,2254,0,land,10512.0,3303.0,10541.16,3264.16,48.56800592983001,13807,13846
143,2914,0,land,10557.0,1365.0,10722.29,1345.82,166.39908803836724,13867,14082
144,88,0,land,7352.0,1794.0,7382.96,1812.56,36.09702480814728,9162,9233
145,-1,0,sea,12854.0,2308.0,12955.0,2199.0,148.60013458944107,17010,17069
146,-1,0,sea,11761.0,3861.0,11786.0,3905.0,50.60632371551998,15922,15952
147,1506,0,land,7785.81,3659.9500000000003,7816.0,3657.0,30.333786443501864,10204,10263
148,-1,0,sea,11606.0,4702.0,11623.0,4717.0,22.67156809750927,15614,15649
149,1978,0,land,8170.5,5320.22,8188.0,5291.0,34.0596300625831,10990,11027
150,682,0,land,1109.24,1223.21,1127.0,1222.0,17.801171309776212,444,454
151,2895,0,land,10266.0,1147.0,10358.53,1131.38,93.83914588272913,13552,13634
152,-1,0,sea,11115.0,4882.0,11170.0,4737.0,155.08062419270823,14741,14822
153,-1,0,sea,8845.0,4867.0,8884.0,4726.0,146.2942240828393,11951,11984
154,3161,0,land,8365.0,1405.0,8416.5,1420.0,53.64000372856064,11390,11459
